lang,run,method,group,metric,value
DE,4,merged,lex_lex,p,0.8780487804878049
DE,4,merged,lex_lex,r,0.5679611650485437
DE,4,merged,lex_lex,f,0.6897568165070008
DE,4,merged,lex_lex,pred,533.0
DE,4,merged,lex_lex,truth,824.0
DE,4,merged,lex_lex,tp,468.0
DE,4,system,lex_lex,p,0.7144522144522144
DE,4,system,lex_lex,r,0.7439320388349514
DE,4,system,lex_lex,f,0.7288941736028537
DE,4,system,lex_lex,pred,858.0
DE,4,system,lex_lex,truth,824.0
DE,4,system,lex_lex,tp,613.0
DE,4,merged,rand_rand,p,1.0
DE,4,merged,rand_rand,r,0.0012135922330097
DE,4,merged,rand_rand,f,0.0024242424242424
DE,4,merged,rand_rand,pred,1.0
DE,4,merged,rand_rand,truth,824.0
DE,4,merged,rand_rand,tp,1.0
DE,4,system,rand_rand,p,0.7144522144522144
DE,4,system,rand_rand,r,0.7439320388349514
DE,4,system,rand_rand,f,0.7288941736028537
DE,4,system,rand_rand,pred,858.0
DE,4,system,rand_rand,truth,824.0
DE,4,system,rand_rand,tp,613.0
DE,5,merged,sent_sent,p,0.7447595561035758
DE,5,merged,sent_sent,r,0.7330097087378641
DE,5,merged,sent_sent,f,0.7388379204892966
DE,5,merged,sent_sent,pred,811.0
DE,5,merged,sent_sent,truth,824.0
DE,5,merged,sent_sent,tp,604.0
DE,5,system,sent_sent,p,0.7447595561035758
DE,5,system,sent_sent,r,0.7330097087378641
DE,5,system,sent_sent,f,0.7388379204892966
DE,5,system,sent_sent,pred,811.0
DE,5,system,sent_sent,truth,824.0
DE,5,system,sent_sent,tp,604.0
DE,5,merged,sys_lex,p,0.7642487046632125
DE,5,merged,sys_lex,r,0.7160194174757282
DE,5,merged,sys_lex,f,0.7393483709273183
DE,5,merged,sys_lex,pred,772.0
DE,5,merged,sys_lex,truth,824.0
DE,5,merged,sys_lex,tp,590.0
DE,5,system,sys_lex,p,0.7447595561035758
DE,5,system,sys_lex,r,0.7330097087378641
DE,5,system,sys_lex,f,0.7388379204892966
DE,5,system,sys_lex,pred,811.0
DE,5,system,sys_lex,truth,824.0
DE,5,system,sys_lex,tp,604.0
DE,5,merged,lex_sys,p,0.8823529411764706
DE,5,merged,lex_sys,r,0.5643203883495146
DE,5,merged,lex_sys,f,0.6883789785344189
DE,5,merged,lex_sys,pred,527.0
DE,5,merged,lex_sys,truth,824.0
DE,5,merged,lex_sys,tp,465.0
DE,5,system,lex_sys,p,0.7447595561035758
DE,5,system,lex_sys,r,0.7330097087378641
DE,5,system,lex_sys,f,0.7388379204892966
DE,5,system,lex_sys,pred,811.0
DE,5,system,lex_sys,truth,824.0
DE,5,system,lex_sys,tp,604.0
DE,5,merged,sys_sys,p,0.7447595561035758
DE,5,merged,sys_sys,r,0.7330097087378641
DE,5,merged,sys_sys,f,0.7388379204892966
DE,5,merged,sys_sys,pred,811.0
DE,5,merged,sys_sys,truth,824.0
DE,5,merged,sys_sys,tp,604.0
DE,5,system,sys_sys,p,0.7447595561035758
DE,5,system,sys_sys,r,0.7330097087378641
DE,5,system,sys_sys,f,0.7388379204892966
DE,5,system,sys_sys,pred,811.0
DE,5,system,sys_sys,truth,824.0
DE,5,system,sys_sys,tp,604.0
DE,5,merged,lex_lex,p,0.8780487804878049
DE,5,merged,lex_lex,r,0.5679611650485437
DE,5,merged,lex_lex,f,0.6897568165070008
DE,5,merged,lex_lex,pred,533.0
DE,5,merged,lex_lex,truth,824.0
DE,5,merged,lex_lex,tp,468.0
DE,5,system,lex_lex,p,0.7447595561035758
DE,5,system,lex_lex,r,0.7330097087378641
DE,5,system,lex_lex,f,0.7388379204892966
DE,5,system,lex_lex,pred,811.0
DE,5,system,lex_lex,truth,824.0
DE,5,system,lex_lex,tp,604.0
DE,5,merged,rand_rand,p,1.0
DE,5,merged,rand_rand,r,0.0012135922330097
DE,5,merged,rand_rand,f,0.0024242424242424
DE,5,merged,rand_rand,pred,1.0
DE,5,merged,rand_rand,truth,824.0
DE,5,merged,rand_rand,tp,1.0
DE,5,system,rand_rand,p,0.7447595561035758
DE,5,system,rand_rand,r,0.7330097087378641
DE,5,system,rand_rand,f,0.7388379204892966
DE,5,system,rand_rand,pred,811.0
DE,5,system,rand_rand,truth,824.0
DE,5,system,rand_rand,tp,604.0
DE,6,merged,sent_sent,p,0.7413793103448276
DE,6,merged,sent_sent,r,0.7305825242718447
DE,6,merged,sent_sent,f,0.7359413202933985
DE,6,merged,sent_sent,pred,812.0
DE,6,merged,sent_sent,truth,824.0
DE,6,merged,sent_sent,tp,602.0
DE,6,system,sent_sent,p,0.7413793103448276
DE,6,system,sent_sent,r,0.7305825242718447
DE,6,system,sent_sent,f,0.7359413202933985
DE,6,system,sent_sent,pred,812.0
DE,6,system,sent_sent,truth,824.0
DE,6,system,sent_sent,tp,602.0
DE,6,merged,sys_lex,p,0.7633986928104575
DE,6,merged,sys_lex,r,0.7087378640776699
DE,6,merged,sys_lex,f,0.7350534927627438
DE,6,merged,sys_lex,pred,765.0
DE,6,merged,sys_lex,truth,824.0
DE,6,merged,sys_lex,tp,584.0
DE,6,system,sys_lex,p,0.7413793103448276
DE,6,system,sys_lex,r,0.7305825242718447
DE,6,system,sys_lex,f,0.7359413202933985
DE,6,system,sys_lex,pred,812.0
DE,6,system,sys_lex,truth,824.0
DE,6,system,sys_lex,tp,602.0
DE,6,merged,lex_sys,p,0.8825757575757576
DE,6,merged,lex_sys,r,0.5655339805825242
DE,6,merged,lex_sys,f,0.6893491124260355
DE,6,merged,lex_sys,pred,528.0
DE,6,merged,lex_sys,truth,824.0
DE,6,merged,lex_sys,tp,466.0
DE,6,system,lex_sys,p,0.7413793103448276
DE,6,system,lex_sys,r,0.7305825242718447
DE,6,system,lex_sys,f,0.7359413202933985
DE,6,system,lex_sys,pred,812.0
DE,6,system,lex_sys,truth,824.0
DE,6,system,lex_sys,tp,602.0
DE,6,merged,sys_sys,p,0.7413793103448276
DE,6,merged,sys_sys,r,0.7305825242718447
DE,6,merged,sys_sys,f,0.7359413202933985
DE,6,merged,sys_sys,pred,812.0
DE,6,merged,sys_sys,truth,824.0
DE,6,merged,sys_sys,tp,602.0
DE,6,system,sys_sys,p,0.7413793103448276
DE,6,system,sys_sys,r,0.7305825242718447
DE,6,system,sys_sys,f,0.7359413202933985
DE,6,system,sys_sys,pred,812.0
DE,6,system,sys_sys,truth,824.0
DE,6,system,sys_sys,tp,602.0
DE,6,merged,lex_lex,p,0.8780487804878049
DE,6,merged,lex_lex,r,0.5679611650485437
DE,6,merged,lex_lex,f,0.6897568165070008
DE,6,merged,lex_lex,pred,533.0
DE,6,merged,lex_lex,truth,824.0
DE,6,merged,lex_lex,tp,468.0
DE,6,system,lex_lex,p,0.7413793103448276
DE,6,system,lex_lex,r,0.7305825242718447
DE,6,system,lex_lex,f,0.7359413202933985
DE,6,system,lex_lex,pred,812.0
DE,6,system,lex_lex,truth,824.0
DE,6,system,lex_lex,tp,602.0
DE,6,merged,rand_rand,p,1.0
DE,6,merged,rand_rand,r,0.0012135922330097
DE,6,merged,rand_rand,f,0.0024242424242424
DE,6,merged,rand_rand,pred,1.0
DE,6,merged,rand_rand,truth,824.0
DE,6,merged,rand_rand,tp,1.0
DE,6,system,rand_rand,p,0.7413793103448276
DE,6,system,rand_rand,r,0.7305825242718447
DE,6,system,rand_rand,f,0.7359413202933985
DE,6,system,rand_rand,pred,812.0
DE,6,system,rand_rand,truth,824.0
DE,6,system,rand_rand,tp,602.0
DE,7,merged,sent_sent,p,0.7369696969696969
DE,7,merged,sent_sent,r,0.7378640776699029
DE,7,merged,sent_sent,f,0.7374166161309885
DE,7,merged,sent_sent,pred,825.0
DE,7,merged,sent_sent,truth,824.0
DE,7,merged,sent_sent,tp,608.0
DE,7,system,sent_sent,p,0.7369696969696969
DE,7,system,sent_sent,r,0.7378640776699029
DE,7,system,sent_sent,f,0.7374166161309885
DE,7,system,sent_sent,pred,825.0
DE,7,system,sent_sent,truth,824.0
DE,7,system,sent_sent,tp,608.0
DE,7,merged,sys_lex,p,0.7525380710659898
DE,7,merged,sys_lex,r,0.7196601941747572
DE,7,merged,sys_lex,f,0.7357320099255583
DE,7,merged,sys_lex,pred,788.0
DE,7,merged,sys_lex,truth,824.0
DE,7,merged,sys_lex,tp,593.0
DE,7,system,sys_lex,p,0.7369696969696969
DE,7,system,sys_lex,r,0.7378640776699029
DE,7,system,sys_lex,f,0.7374166161309885
DE,7,system,sys_lex,pred,825.0
DE,7,system,sys_lex,truth,824.0
DE,7,system,sys_lex,tp,608.0
DE,7,merged,lex_sys,p,0.8809073724007561
DE,7,merged,lex_sys,r,0.5655339805825242
DE,7,merged,lex_sys,f,0.6888396156688839
DE,7,merged,lex_sys,pred,529.0
DE,7,merged,lex_sys,truth,824.0
DE,7,merged,lex_sys,tp,466.0
DE,7,system,lex_sys,p,0.7369696969696969
DE,7,system,lex_sys,r,0.7378640776699029
DE,7,system,lex_sys,f,0.7374166161309885
DE,7,system,lex_sys,pred,825.0
DE,7,system,lex_sys,truth,824.0
DE,7,system,lex_sys,tp,608.0
DE,7,merged,sys_sys,p,0.7369696969696969
DE,7,merged,sys_sys,r,0.7378640776699029
DE,7,merged,sys_sys,f,0.7374166161309885
DE,7,merged,sys_sys,pred,825.0
DE,7,merged,sys_sys,truth,824.0
DE,7,merged,sys_sys,tp,608.0
DE,7,system,sys_sys,p,0.7369696969696969
DE,7,system,sys_sys,r,0.7378640776699029
DE,7,system,sys_sys,f,0.7374166161309885
DE,7,system,sys_sys,pred,825.0
DE,7,system,sys_sys,truth,824.0
DE,7,system,sys_sys,tp,608.0
DE,7,merged,lex_lex,p,0.8780487804878049
DE,7,merged,lex_lex,r,0.5679611650485437
DE,7,merged,lex_lex,f,0.6897568165070008
DE,7,merged,lex_lex,pred,533.0
DE,7,merged,lex_lex,truth,824.0
DE,7,merged,lex_lex,tp,468.0
DE,7,system,lex_lex,p,0.7369696969696969
DE,7,system,lex_lex,r,0.7378640776699029
DE,7,system,lex_lex,f,0.7374166161309885
DE,7,system,lex_lex,pred,825.0
DE,7,system,lex_lex,truth,824.0
DE,7,system,lex_lex,tp,608.0
DE,7,merged,rand_rand,p,1.0
DE,7,merged,rand_rand,r,0.0012135922330097
DE,7,merged,rand_rand,f,0.0024242424242424
DE,7,merged,rand_rand,pred,1.0
DE,7,merged,rand_rand,truth,824.0
DE,7,merged,rand_rand,tp,1.0
DE,7,system,rand_rand,p,0.7369696969696969
DE,7,system,rand_rand,r,0.7378640776699029
DE,7,system,rand_rand,f,0.7374166161309885
DE,7,system,rand_rand,pred,825.0
DE,7,system,rand_rand,truth,824.0
DE,7,system,rand_rand,tp,608.0
DE,8,merged,sent_sent,p,0.7338129496402878
DE,8,merged,sent_sent,r,0.7427184466019418
DE,8,merged,sent_sent,f,0.738238841978287
DE,8,merged,sent_sent,pred,834.0
DE,8,merged,sent_sent,truth,824.0
DE,8,merged,sent_sent,tp,612.0
DE,8,system,sent_sent,p,0.7338129496402878
DE,8,system,sent_sent,r,0.7427184466019418
DE,8,system,sent_sent,f,0.738238841978287
DE,8,system,sent_sent,pred,834.0
DE,8,system,sent_sent,truth,824.0
DE,8,system,sent_sent,tp,612.0
DE,8,merged,sys_lex,p,0.7547408343868521
DE,8,merged,sys_lex,r,0.7245145631067961
DE,8,merged,sys_lex,f,0.7393188854489164
DE,8,merged,sys_lex,pred,791.0
DE,8,merged,sys_lex,truth,824.0
DE,8,merged,sys_lex,tp,597.0
DE,8,system,sys_lex,p,0.7338129496402878
DE,8,system,sys_lex,r,0.7427184466019418
DE,8,system,sys_lex,f,0.738238841978287
DE,8,system,sys_lex,pred,834.0
DE,8,system,sys_lex,truth,824.0
DE,8,system,sys_lex,tp,612.0
DE,8,merged,lex_sys,p,0.8809073724007561
DE,8,merged,lex_sys,r,0.5655339805825242
DE,8,merged,lex_sys,f,0.6888396156688839
DE,8,merged,lex_sys,pred,529.0
DE,8,merged,lex_sys,truth,824.0
DE,8,merged,lex_sys,tp,466.0
DE,8,system,lex_sys,p,0.7338129496402878
DE,8,system,lex_sys,r,0.7427184466019418
DE,8,system,lex_sys,f,0.738238841978287
DE,8,system,lex_sys,pred,834.0
DE,8,system,lex_sys,truth,824.0
DE,8,system,lex_sys,tp,612.0
DE,8,merged,sys_sys,p,0.7338129496402878
DE,8,merged,sys_sys,r,0.7427184466019418
DE,8,merged,sys_sys,f,0.738238841978287
DE,8,merged,sys_sys,pred,834.0
DE,8,merged,sys_sys,truth,824.0
DE,8,merged,sys_sys,tp,612.0
DE,8,system,sys_sys,p,0.7338129496402878
DE,8,system,sys_sys,r,0.7427184466019418
DE,8,system,sys_sys,f,0.738238841978287
DE,8,system,sys_sys,pred,834.0
DE,8,system,sys_sys,truth,824.0
DE,8,system,sys_sys,tp,612.0
DE,8,merged,lex_lex,p,0.8780487804878049
DE,8,merged,lex_lex,r,0.5679611650485437
DE,8,merged,lex_lex,f,0.6897568165070008
DE,8,merged,lex_lex,pred,533.0
DE,8,merged,lex_lex,truth,824.0
DE,8,merged,lex_lex,tp,468.0
DE,8,system,lex_lex,p,0.7338129496402878
DE,8,system,lex_lex,r,0.7427184466019418
DE,8,system,lex_lex,f,0.738238841978287
DE,8,system,lex_lex,pred,834.0
DE,8,system,lex_lex,truth,824.0
DE,8,system,lex_lex,tp,612.0
DE,8,merged,rand_rand,p,1.0
DE,8,merged,rand_rand,r,0.0012135922330097
DE,8,merged,rand_rand,f,0.0024242424242424
DE,8,merged,rand_rand,pred,1.0
DE,8,merged,rand_rand,truth,824.0
DE,8,merged,rand_rand,tp,1.0
DE,8,system,rand_rand,p,0.7338129496402878
DE,8,system,rand_rand,r,0.7427184466019418
DE,8,system,rand_rand,f,0.738238841978287
DE,8,system,rand_rand,pred,834.0
DE,8,system,rand_rand,truth,824.0
DE,8,system,rand_rand,tp,612.0
DE,9,merged,sent_sent,p,0.7342398022249691
DE,9,merged,sent_sent,r,0.720873786407767
DE,9,merged,sent_sent,f,0.7274954072259645
DE,9,merged,sent_sent,pred,809.0
DE,9,merged,sent_sent,truth,824.0
DE,9,merged,sent_sent,tp,594.0
DE,9,system,sent_sent,p,0.7342398022249691
DE,9,system,sent_sent,r,0.720873786407767
DE,9,system,sent_sent,f,0.7274954072259645
DE,9,system,sent_sent,pred,809.0
DE,9,system,sent_sent,truth,824.0
DE,9,system,sent_sent,tp,594.0
DE,9,merged,sys_lex,p,0.7558746736292428
DE,9,merged,sys_lex,r,0.7026699029126213
DE,9,merged,sys_lex,f,0.7283018867924528
DE,9,merged,sys_lex,pred,766.0
DE,9,merged,sys_lex,truth,824.0
DE,9,merged,sys_lex,tp,579.0
DE,9,system,sys_lex,p,0.7342398022249691
DE,9,system,sys_lex,r,0.720873786407767
DE,9,system,sys_lex,f,0.7274954072259645
DE,9,system,sys_lex,pred,809.0
DE,9,system,sys_lex,truth,824.0
DE,9,system,sys_lex,tp,594.0
DE,9,merged,lex_sys,p,0.8819047619047619
DE,9,merged,lex_sys,r,0.5618932038834952
DE,9,merged,lex_sys,f,0.686434395848777
DE,9,merged,lex_sys,pred,525.0
DE,9,merged,lex_sys,truth,824.0
DE,9,merged,lex_sys,tp,463.0
DE,9,system,lex_sys,p,0.7342398022249691
DE,9,system,lex_sys,r,0.720873786407767
DE,9,system,lex_sys,f,0.7274954072259645
DE,9,system,lex_sys,pred,809.0
DE,9,system,lex_sys,truth,824.0
DE,9,system,lex_sys,tp,594.0
DE,9,merged,sys_sys,p,0.7342398022249691
DE,9,merged,sys_sys,r,0.720873786407767
DE,9,merged,sys_sys,f,0.7274954072259645
DE,9,merged,sys_sys,pred,809.0
DE,9,merged,sys_sys,truth,824.0
DE,9,merged,sys_sys,tp,594.0
DE,9,system,sys_sys,p,0.7342398022249691
DE,9,system,sys_sys,r,0.720873786407767
DE,9,system,sys_sys,f,0.7274954072259645
DE,9,system,sys_sys,pred,809.0
DE,9,system,sys_sys,truth,824.0
